eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85117762833,10.1017/pds.2021.588,,,Understanding and monitoring environmental performance of infrastructure design projects,cp,Conference Paper,Mansour Salamé J.,60106017,Université Paris-Saclay,Gif-sur-Yvette,France,4,"Mansour Salamé, Joseph;Leroy, Yann;Saidani, Michael;Nicolai, Isabelle",57311043900;55860799691;57190437409;7801462380,60106017;60106017;60106017;60106017,2021-01-01,2021,Proceedings of the Design Society,,21101062800,2732527X,Conference Proceeding,1,,,3269-3278,"The formalization of environmental issues has gained prominence since the definition of sustainable development by the Brundtland’s report. Environmental performance has then been introduced to qualify the “green” contribution of an organization to its surrounding environment. However, its multi-dimensional aspects can be problematic when designing projects and making decisions, especially in the infrastructure sector where industrial activities are the most polluting ones. The aim of the study is to fill the environmental gap and confusion for decision-makers on the understanding of environmental performance, as well as to communicate on it, to define and share a clear vision and targets. A literature review is conducted and confronted with an industrial example in the railway sector to analyze the existing misunderstandings in industries while approaching environmental issues. By proposing and setting a clear framework of environmental performance, this research contributes to the conceptualization of environmental performance. More precisely, it characterizes an environmentally performant design project, in order to consider environmental performance as a driver and catalyzer of value creation.",Ecodesign | Environmental performance | Project management | Railway industry | Sustainability,1,1,repositoryam,Green,,undefined,
2-s2.0-85115344736,10.1007/978-3-030-85914-5_10,,,Inventory Routing Problem with Transshipment and Substitution for Blood Products Using the Case of the Belgian Blood Distribution,cp,Conference Paper,Di Martinelly C.,60211835;60110544;60106066;60104665;60026692;116601477,Louvain School of Management;École Nationale des Sciences Appliquées d'Oujda;Laboratoire Génie Industriel;Université de Lille;Université Hassan 1er;Ecole Centrale Casablanca,Louvain-la-Neuve;Oujda;Chatenay-Malabry;Lille;Settat;Casablanca,Belgium;Morocco;France;France;Morocco;Morocco,4,"Di Martinelly, Christine;Meskens, Nadine;Riane, Fouad;Hssini, Imane",23974265900;23975093200;6603199846;57188825386,60104665;60211835;116601477-60106066-60026692;60110544,2021-01-01,2021,IFIP Advances in Information and Communication Technology,18684238,19400157163,1868422X,Book Series,634 IFIP,,,87-96,"In this paper, we deal with a blood supply chain management problem. We focus in particular on blood distribution routes design and optimization. Blood is a scarce and perishable product, made of multiple components, each with specific compatibility rules. We would like to investigate the impact of compatible products substitution and transshipment between hospitals on blood demand satisfaction. We use the case of the blood supply chain in Belgium as an application. We model the case as an Inventory Routing Problem with transshipment and substitution for perishable products in a capacity constrained environment. We implement the model and conduct experimentations to evaluate the contribution of both transshipment and substitution with regards to shortages and distribution and inventory costs reduction. In a capacity constrained environment, at equivalent cost, mismatching/substitution is preferred to transshipment to satisfy the demand and avoid backorders.",Blood supply chain | Inventory routing | Sensitivity analysis,1,0,,,,undefined,
2-s2.0-85115341570,10.1007/978-3-030-85906-0_17,,,Integrated Business Planning Process: Link Between Supply Chain Planning and Financial Planning,cp,Conference Paper,Selmi M.H.,60106017;60060524,"Université Paris-Saclay;Université de Tunis El Manar, Ecole Nationale d'Ingénieurs de Tunis",Gif-sur-Yvette;Tunis,France;Tunisia,4,"Selmi, Mohamed Haythem;Jemai, Zied;Gregoire, Laurent;Dallery, Yves",57208394635;6507811827;57208405682;7003389028,60106017;60060524;60106017;60106017,2021-01-01,2021,IFIP Advances in Information and Communication Technology,18684238,19400157163,1868422X,Book Series,632 IFIP,,,149-158,"In this paper, we explore the interactions between supply chain planning and financial planning. To do so, we investigate the integrated business planning (IBP) process as a suitable interface between them. We focus on the French business culture. First, we provide the results and conclusions of a survey on the structure and details of the sales and operations planning (S&OP) processes of five top French multinational corporations and the extent to which finance is integrated into these processes. These companies have achieved a revenue of over 16 billion euros in 2020. Then, we conclude on the steps that the participating companies have implemented to transition from the traditional S&OP process to the complete IBP process, and thus on the steps that remain to be taken. We note that all participating companies have taken their first steps towards adopting an integrated business planning approach. They have all embraced scenario analysis. However, they are lagging behind on the other steps that require cross-functional and cross-company collaboration, such as financial integration. Finally, we define how the IBP process interacts with financial planning on four fronts, namely revenue and costs budgeting, monthly updates to budgets, capital expenditures budgeting, and working capital requirements planning.",Financial planning | Integrated business planning | Sales and operations planning,0,0,,,,undefined,
2-s2.0-85115331076,10.1007/978-3-030-85914-5_50,,,Heuristic Algorithm for the Safety Stock Placement Problem,cp,Conference Paper,Bendadou A.,60108959;60106017;60060524,"EMLYON Business School;Université Paris-Saclay;Université de Tunis El Manar, Ecole Nationale d'Ingénieurs de Tunis",Ecully;Gif-sur-Yvette;Tunis,France;France;Tunisia,4,"Bendadou, Abderrahim;Kalai, Rim;Jemai, Zied;Rekik, Yacine",57221482629;23974301700;6507811827;15842015600,60060524;60060524;60060524-60106017;60108959,2021-01-01,2021,IFIP Advances in Information and Communication Technology,18684238,19400157163,1868422X,Book Series,634 IFIP,,,465-473,"In this paper, we develop an iterative heuristic algorithm for the NP-hard optimization problem encountered when managing the stock under the Guaranteed Service Model in a multi-echelon supply chain to determine a good solution in a short time. Compared to the Baron solver that was restricted with a maximum time equal to 20000 s, we achieved on average more than 88 % reduction in calculation time and about 0.3 % cost reduction.",Algorithmic | All or nothing property | Guaranteed service model,0,0,,,,undefined,
2-s2.0-85115288544,10.1007/978-3-030-85914-5_52,,,Performance Indicators in Emergency Operating Theaters: A State of the Art,cp,Conference Paper,Santamaria-Acevedo G.,60106017;60060524;60032545,"Université Paris-Saclay;Université de Tunis El Manar, Ecole Nationale d'Ingénieurs de Tunis;EM Normandie",Gif-sur-Yvette;Tunis;Le Havre,France;Tunisia;France,4,"Santamaria-Acevedo, Gustavo;Jouini, Oualid;Legros, Benjamin;Jemai, Zied",57266455600;18535501100;55819341000;6507811827,60106017;60106017;60032545;60060524,2021-01-01,2021,IFIP Advances in Information and Communication Technology,18684238,19400157163,1868422X,Book Series,634 IFIP,,,486-495,"This article aims to provide a review and classification of the current state of the art on the performance metrics used for the operations management in emergency operating theaters. We have classified the metrics into two categories. The first category consists of hospital-centered metrics. They are performance measures that are of interest to the hospital due to their possible impact on the institution’s productivity or revenue. The second category consists of patient centered metrics. These metrics take explicitly into consideration the patients’ experiences and which have a direct impact on the patients’ safety and satisfaction. Having a comprehensive set of performance indicators used in Emergency Operating Theaters will allow surgery chiefs and hospital managers to implement missing indicators and to identify previously unknown quality issues, bottlenecks, and areas for improvement.",Key performance indicators | Non-elective surgeries | Operating rooms | Operations management,1,0,,,,undefined,
2-s2.0-85115288427,10.1007/978-3-030-85914-5_24,,,A Periodic Inventory Model for Perishable Items with General Lifetime,cp,Conference Paper,Khalifa F.B.,60106017;60060524;60022080,"Université Paris-Saclay;Université de Tunis El Manar, Ecole Nationale d'Ingénieurs de Tunis;ESSCA School of Management",Gif-sur-Yvette;Tunis;Angers,France;Tunisia;France,4,"Khalifa, Fatma Ben;Safra, Imen;Kouki, Chaaben;Jemai, Zied",57266455900;57209024600;36675249700;6507811827,60060524;60060524;60022080;60060524-60106017,2021-01-01,2021,IFIP Advances in Information and Communication Technology,18684238,19400157163,1868422X,Book Series,634 IFIP,,,226-234,"We study a perishable inventory system controlled by a (T, S) periodic review order up to level policy. Items have a general lifetime distribution and the lead time is assumed to be constant. The demands arrive according to a Poisson process with rate λ. The customer is impatient. If he is not served, he will leave the queuing systems. Using the approximate solution of the steady-state probabilities, we are able to obtain the cost components’ analytical expression. Next, we compare the analytical results of our model with the simulation results. Finally, we perform a sensitivity analysis to evaluate the effect of the lifetime variation and cost parameters on the optimal cost and stock level S. Our model is an extension of an exponential distribution case. With the general lifetime distribution, we are able to have total flexibility for setting the lifetime variability. This approximation is closer to reality, especially in random environment conditions. Obtained results, from the analytical approximation model, are close to those of the optimal policy with an average accuracy of 7%.",General lifetime | Periodic review | Perishable items,0,0,,,,undefined,
2-s2.0-85108193990,10.2495/TDI-V5-N1-57-68,,,Willingness to use MaaS in a developing country,ar,Article,Gandia R.M.,60106017;60017841,Université Paris-Saclay;Universidade Federal de Lavras,Gif-sur-Yvette;Lavras,France;Brazil,6,"Gandia, Rodrigo M.;Antonialli, Fabio;Oliveira, Julia R.;Sugano, Joel Y.;Nicolai, Isabelle;Oliveira, Izabela R.Cardoso",57126097100;57191265310;57212675281;55388591800;7801462380;57127689000,60017841-60106017;60106017;60017841;60017841;60106017;60017841,2021-01-01,2021,International Journal of Transport Development and Integration,20588305,21100922651,20588313,Journal,5,1,,57-68,"Mobility as a Service (MaaS) presents a shift from existing ownership-based transports and towards access-based ones and it has been recently gaining ground in urban mobility. MaaS is still surrounded by uncertainties and, its development and applicability are mainly centered in developed countries. However, MaaS is modular, adaptable and applicable to several realities. In this sense, this study aims to examine the perception of different transport models among students and to find the profile that can predict respondents' willingness to use MaaS in a developing country. This survey was applied to over 300 university students in a Brazilian city (Lavras). Using the CART algorithm, it was obtained classification trees to predict favourable responses related to MaaS use, based on several predictor variables (socio-economic characteristics, means of transport used, distance and other). It was observed that, car users are a little less sensitive to cost than non-car users. For car users, commute alternatives that take longer, with less flexibility and availability-even when offered at lower costs-are not appealing, while non-car users accept and spend more time whether lower costs are available. Also, in general, the treebased classification model predicted a positive adherence possibility for a MaaS scheme for both car users and non-car users (69%). As conclusions, this study suggests a willingness to MaaS model for creating value for commuters in a developing country. It was found that many MaaS' characteristics (e.g. app payment, transport integration, monthly plan, customization, etc.) presented a positive predicted possibility of substitution, especially for millennials. Also, it was found that bicycle may be a modal that can be explored for MaaS schemes worldwide, and casual carpooling could be used as strategy to apply MaaS in places where the public transport lacks efficiency.",Consumer behaviour | Mobility as a service | Travel behaviour | Tree-based classification model | Urban mobility.,6,1,repositoryvor,Green,,undefined,
2-s2.0-85105213276,10.1080/19397038.2021.1919785,,,Comparative life cycle assessment and costing of an autonomous lawn mowing system with human-operated alternatives: implication for sustainable design improvements,ar,Article,Saidani M.,60106017;60005113;60000745,Université Paris-Saclay;John Deere;University of Illinois Urbana-Champaign,Gif-sur-Yvette;Moline;Urbana,France;United States;United States,9,"Saidani, Michael;Pan, Zhonghao;Kim, Harrison;Wattonville, Jason;Greenlee, Andrew;Shannon, Troy;Yannou, Bernard;Leroy, Yann;Cluzel, François",57190437409;57223193770;8445320100;26423432900;57220021440;57223181508;6602469780;55860799691;55099201800,60000745-60106017;60000745;60000745;60005113;60005113;60005113;60106017;60106017;60106017,2021-01-01,2021,International Journal of Sustainable Engineering,19397038,19700181207,19397046,Journal,14,4,,704-724,"Due to recent technological advancements, automation and autonomous solutions are gaining increasing popularity. Yet, a lack of in-depth investigations is noticed on the potential environmental benefits and economic repercussions of implementing autonomous systems. The present study aims to fill part of this gap by quantifying the environmental and economic sustainability of a robotic lawn mower, in comparison with human-operated counterparts. Combining life cycle assessment and life cycle costing methodologies, and by defining adequate functional units, building simulation models, and collecting life cycle inventory data, a systematic comparative study between autonomous and conventional lawn mowers is performed on their environmental and economic impacts. Through this multi-indicator analysis, environmental and economic trade-offs between the autonomous and conventional mowing solutions are quantitatively discussed for key relevant usage scenarios, from mowing an average residential yard to maintaining larger fields like a football stadium or a schoolyard. Concretely, sensitivity analyses on key parameters influencing the performance of the autonomous mower have been conducted to evaluate the environmental and economic benefits of an augmented robotic mower. While optimising the path planning of the current robotic mower would lead to the most substantial savings, improvements on the battery performance, cutting width, and speed of the autonomous solution appear as other promising areas for future work.",Autonomous systems | design improvement | economic analysis | environmental evaluation | sensitivity analysis | sustainability,9,0,,,,undefined,John Deere
2-s2.0-85102105133,10.1504/IJATM.2021.113351,,,Innovation radar for disruptive technology insertion: The case of autonomous vehicles in Brazil and France,ar,Article,Cavazza B.H.,60106017;60017841,Université Paris-Saclay;Universidade Federal de Lavras,Gif-sur-Yvette;Lavras,France;Brazil,5,"Cavazza, Bruna Habib;de Souza, Thais Assis;Gandia, Rodrigo Marçal;Zambalde, André Luiz;Nicolaï, Isabelle",57193886921;57210171343;57126097100;35090641300;7801462380,60017841;60017841-60106017;60017841;60017841;60106017,2021-01-01,2021,International Journal of Automotive Technology and Management,14709511,23977,17415012,Journal,21,1-2,,53-74,"This paper seeks to identify the critical success factors, to propose a theoretical model of the innovation radar for the insertion of autonomous vehicles as a product-service system in a country, and to map and discuss the radar in the context of Brazil and France. Fundamentally, it seeks to address the gap between the development of AVs, the differences between two national contexts, and the lack of specific knowledge about how to manage disruptive innovation in countries. From the results, the intent is to clear diagnosis about the innovation, allowing the formulation of guidelines and actions for the capacity development of a country. The results obtained in Brazil and France were crossed with official data and statistics as a way to corroborate the use of the innovation radar as a tool.",Autonomous vehicles | Brazil | Consumer and market | Critical success factors | France | Infrastructure | Innovation radar | Patterns | Product service system | Social and political environment | Technology and innovation | Trends in mobility,3,0,,,,undefined,
2-s2.0-85101022045,10.1016/j.trpro.2021.01.081,S2352146521001277,,Agent based simulation for the design of a mobility service in the Paris-Saclay area,cp,Conference Paper,Chouaki T.,60106017;114713254,Université Paris-Saclay;Institut de Recherche Technologique SystemX,Gif-sur-Yvette;Palaiseau,France;France,2,"Chouaki, Tarek;Puchinger, Jakob",57219590868;56027744800,60106017-114713254;60106017-114713254,2021-01-01,2021,Transportation Research Procedia,23521457,21100448300,23521465,Conference Proceeding,52,,,677-683,"Autonomous vehicles promise an important opportunity for a complete paradigm shift for the design of transportation systems. These systems will become more flexible and efficient by adapting to the travelers' demand. On the other hand, multi agent systems offer an intuitive and powerful way to design complex distributed systems and agent based simulation has proved to be well suited for studying the performance of mobility services and their impact on the users and the traffic in general. In this study, we use an Agent-Based modeling approach to design a mobility system based on a fleet of autonomous vehicles (robo-taxis and shuttles) and connected road side units, each of these elements represented by intelligent collaborative agents. In our model, the control is distributed among the agents and the global behaviour of the system emerges from local decisions. We then used a microsimulation tool to test the model on the real road network of the Paris-Saclay area. Since this area is planned to become a center for technology, innovation and education and is currently under constant development, it offers an opportunity for the design and the implementation of new models of transportation services. We designed our mobility system in an incremental manner by introducing more components and more intelligent behaviour and testing its performance at each step. Our results suggest that for our area of study, a mobility service that relies on autonomous vehicles aided by connected road side units that allow to retrieve information about the traffic would perform better than a regular service.",agent based simulation | robo-taxis | shared mobility,0,1,repositoryam,Green,,undefined,
2-s2.0-85098541338,10.1109/TITS.2019.2955359,,,Risk Assessment of an Electrical Power System Considering the Influence of Traffic Congestion on a Hypothetical Scenario of Electrified Transportation System in New York State,ar,Article,Wang H.,60106017;60030506,Université Paris-Saclay;Mines Paris - PSL,Gif-sur-Yvette;Paris,France;France,3,"Wang, Hongping;Fang, Yi Ping;Zio, Enrico",57211369090;55659850100;7005289082,60106017;60106017;60030506,2021-01-01,January 2021,IEEE Transactions on Intelligent Transportation Systems,15249050,18378,15580016,Journal,22,1,8926527,142-155,"With the increasing penetration of electric vehicles (EVs), more and more interactions appear between the transportation system and the power system, which might provide new hazards and channels for the proliferation of failures across the boundaries of the individual systems. In this context, this paper proposes an integrated risk assessment framework for an electric power system, considering scenarios that involve the electrified transportation system enabled by EVs charging technology in New York (NY) State. Firstly, scenarios in the transportation network of NY State, e.g. of reduced capacity and incident, are generated by a Monte Carlo non-sequential algorithm. Then, the cell transmission model (CTM) is used to simulate the evolution of the traffic flows under such scenarios. This allows evaluating the spatial-temporal EV charging loads in different areas of the electrified transportation system of NY State. Correspondingly, the running parameters in the studied power system are updated by the alternative current (AC) power flow model. Finally, the risk for the power system coming from the transportation system scenarios is assessed within a probabilistic risk analysis framework. The proposed integrated risk assessment framework is able to model the propagation of the effects of scenarios in the transportation system onto the power system of NY State and quantify the consequences. A real test case is used to illustrate the proposed framework.",Cell transmission model | electric power system | electric vehicles | integrated system | risk assessment | system of systems | traffic congestion | transportation system,63,0,,,CSC,201606990003,China Scholarship Council
2-s2.0-85096422982,10.1007/978-3-030-61075-3_27,,,Introducing Automated Shuttles in the Public Transport of European Cities: The Case of the AVENUE Project,cp,Conference Paper,Horschutz Nemoto E.,60106017;60011914,Université Paris-Saclay;Hochschule Pforzheim,Gif-sur-Yvette;Pforzheim,France;Germany,3,"Horschutz Nemoto, Eliane;Jaroudi, Ines;Fournier, Guy",57221126755;57219989528;36602557800,60011914-60106017;60011914-60106017;60011914-60106017,2021-01-01,2021,Advances in Intelligent Systems and Computing,21945357,5100152904,21945365,Book Series,1278,,,272-285,"Our current mobility paradigm has reached a tipping point. Individual mobility, based on cheap fossil fuel and high CO2 emissions no longer meet the needs posed by a globally increasing demand for passenger mobility, neither corresponds to the climate agenda. In this regard, innovations and technologies play an important role to shape the future mobility and provide solutions for more efficient, affordable, accessible, and sustainable mobility in cities. This paper aims to explore how innovations on mobility, such as shared automated electric vehicles (SAEV) can contribute to a positive change in the mobility paradigm and sustainable mobility, and to this end, which are the current obstacles to be overcome and the key factors related to SAEV’s deployment. Thereby, it presents the case of the Autonomous Vehicles to Evolve to a New Urban Experience - ‘AVENUE’, a European project that has implemented pilot trials to test automated shuttles within the public transport of Lyon, Geneva, Luxembourg, and Copenhagen. Based on primary data from the project and secondary data from AVENUE public reports, the study reports on the project implementation in the four cities and first learnings through obstacles and key factors to accelerate the deployment of automated shuttles in cities. It contributes to the discussion on technical & operational, social, and legal obstacles as well as key elements in the deployment of automated shuttles.",Automated vehicles | Public transport | Shared mobility | Sustainable mobility,0,0,repositoryam,Green,H2020,769033,Horizon 2020 Framework Programme
2-s2.0-85082961964,10.1080/00207543.2020.1746850,,,Integrating autonomous delivery service into a passenger transportation system,ar,Article,Mourad A.,60106017;60032882;114713254,Université Paris-Saclay;Technische Universiteit Eindhoven;Institut de Recherche Technologique SystemX,Gif-sur-Yvette;Eindhoven;Palaiseau,France;Netherlands;France,3,"Mourad, Abood;Puchinger, Jakob;Van Woensel, Tom",57206248381;56027744800;12781314700,60106017-114713254;60106017-114713254;60032882,2021-01-01,2021,International Journal of Production Research,00207543,27656,1366588X,Journal,59,7,,2116-2139,"The increasing demand for goods, especially in urban areas, together with the technological advances are creating both opportunities and challenges for planning urban freight systems. One of these promising opportunities is to use the underused assets in people-based systems to transport goods. In this paper, we consider an integrated system in which a set of freight requests needs to be delivered using a fleet of grounded, and autonomous, pickup and delivery (PD) robots where a public transportation service (referred to as scheduled line (SL)) can be used as part of PD robot's journey. Passengers and PD robots (carrying freight) share the available capacity on SLs where passengers are prioritised, and their transport demand is stochastic. Thus the number of available places for PD robots is only revealed upon shuttle arrival to the corresponding SL station. We first formulate this problem as a Pickup and Delivery Problem with Time Windows and Scheduled Lines (PDPTW-SL). We then introduce a sample average approximation (SAA) method along with an Adaptive Large Neighbourhood Search (ALNS) algorithm for solving the stochastic optimization problem. Finally, we present an extensive computational study, analyse its results and give some directions for future research.",ALNS | pickup and delivery | sample average | scheduled lines | stochastic demand,33,0,repositoryam,Green,,undefined,
2-s2.0-85085993410,10.1016/j.ejor.2020.04.048,S037722172030401X,,Front-office multitasking between service encounters and back-office tasks,ar,Article,Legros B.,60106017;60032545;60008734;60006369,Université Paris-Saclay;EM Normandie;Vrije Universiteit Amsterdam;Koç Üniversitesi,Gif-sur-Yvette;Le Havre;Amsterdam;Istanbul,France;France;Netherlands;Turkey,4,"Legros, Benjamin;Jouini, Oualid;Akşin, O. Zeynep;Koole, Ger",55819341000;18535501100;55663722000;7003653774,60032545;60106017;60006369;60008734,2020-12-16,16 December 2020,European Journal of Operational Research,03772217,22489,,Journal,287,3,,946-963,"We model the work of a front-line service worker as a queueing system. The server interacts with customers in a multi-stage process with random durations. Some stages require an interaction between server and customer, while other stages are performed by the customer as a self-service task or with the help of another resource. Random arrivals by customers at the beginning and during an encounter create random lengths of idle time in the work of the server (breaks and interludes respectively). The server considers treatment of an infinite amount of back-office tasks, or tasks that do not require interaction with the customer, during these idle times. We consider an optimal control problem for the server's work. The main question we explore is whether to use the interludes in service encounters for treating back-office, when the latter incur switching times. Under certain operating environments, working on back-office during interludes is shown to be valuable. Switching times play a critical role in the optimal control of the server's work, at times leading the server to prefer remaining idle during breaks and interludes, instead of working on back-office, and at others to continue back-office in the presence of waiting customers. The optimal policy for use of the interludes is one with multiple thresholds depending on both the customers queueing for service, and the ones who are in-service. We illustrate that in settings with multiple interludes in an encounter, if at all, the back-office work should be concentrated on fewer, longer and later interludes.",Case-manager system | Front-office service work | Multitasking | Queueing system control,4,1,repositoryam,Green,,undefined,
2-s2.0-85083190004,10.1017/dsj.2020.5,S2053470120000050,,Research perspectives in ecodesign,ar,Article,Kim H.,60106017;60000745,Université Paris-Saclay;University of Illinois Urbana-Champaign,Gif-sur-Yvette;Urbana,France;United States,5,"Kim, Harrison;Cluzel, François;Leroy, Yann;Yannou, Bernard;Bris, Gwenola Yannou Le",8445320100;55099201800;55860799691;6602469780;57190436447,60000745;60106017;60106017;60106017;60106017,2020-11-19,19 November 2020,Design Science,,21100889860,20534701,Journal,6,,e7,,"Ecodesign has gained significant traction in recent years ranging from academic research to business applications at a global scale. Initial emphasis on the environmental aspect of design has evolved to include economic and social aspects, with projects ranging from small-scale products to large-scale industrial systems. In this paper, the authors re-analyse 10 of their major ecodesign research projects of the past ten years to identify five categories of challenges and promising future directions for ecodesign research. This paper is primarily a retrospective position paper based on the authors' experience of actual design studies, providing also a relevant literature review and summary of design practices.",ecodesign | economic impact | environmental impact | sustainability,21,1,repositoryvor,Green,,undefined,
2-s2.0-85068122106,10.1080/01605682.2019.1610339,,,"Combining Soft Systems Methodology, ethnographic observation, and discrete-event simulation: A case study in cancer care",ar,Article,Lamé G.,60120010;60106017,The Healthcare Improvement Studies Institute;Université Paris-Saclay,Cambridge;Gif-sur-Yvette,United Kingdom;France,3,"Lamé, Guillaume;Jouini, Oualid;Stal-Le Cardinal, Julie",57188276500;18535501100;12801034000,60120010;60106017;60106017,2020-10-02,2 October 2020,Journal of the Operational Research Society,01605682,22236,14769360,Journal,71,10,,1545-1562,"We describe a project where discrete-event simulation (DES) is combined with Soft Systems Methodology (SSM) and ethnographic observation to support the improvement of patient flows in an outpatient chemotherapy unit and a chemotherapy preparation pharmacy unit. The project combines three interesting characteristics. First, we rely on ethnographic observation to explore the problem situation and frame the problem, a technique rarely reported in operational research (OR). Second, this leads us to define several root definitions, an aspect that remains overlooked in studies combining SSM and DES. Finally, the project stands at the interface between two departments (outpatient oncology unit and chemotherapy preparation pharmacy unit), a situation seldom explored in healthcare OR but where SSM has arguably a lot to offer to help identify and accommodate diverging objectives. We framed the problem, developed a simulation model, explored scenarios and refined a preferred one into a new business process. However, the proposed changes were not implemented. We analyse the outcomes of the project, the contribution of each method and their integration into an intervention. The paper provides insights on how SSM and DES can be combined in practice, and how the potential of ethnographic observation can be leveraged in this context.",ethnographic observation | healthcare OR | problem structuring methods | Simulation | soft OR | soft systems methodology,18,1,repositoryvor,Green,HFL,undefined,Health Foundation Limburg
2-s2.0-85092635706,10.3390/su12198174,,,A research roadmap for sustainable design methods and tools,ar,Article,Faludi J.,60118051;60106017;60029798;60027392;60016636;60007040,"Faculteit Industrieel Ontwerpen, TU Delft;Université Paris-Saclay;Ford Motor Company;Stevens Institute of Technology;Blekinge Tekniska Högskola;Kwantlen Polytechnic University",Delft;Gif-sur-Yvette;Dearborn;Hoboken;Karlskrona;Surrey,Netherlands;France;United States;United States;Sweden;Canada,7,"Faludi, Jeremy;Hoffenson, Steven;Kwok, Sze Yin;Saidani, Michael;Hallstedt, Sophie I.;Telenko, Cassandra;Martinez, Victor",6602965481;55135965700;57188760326;57190437409;25654901500;34870780800;55391551700,60118051;60027392;60016636;60106017;60016636;60029798;60007040,2020-10-01,October 2020,Sustainability (Switzerland),,21100240100,20711050,Journal,12,19,8174,,"Sustainable design methods and tools abound, but their implementation in practice remains marginal. This article brings together results from previous literature reviews and analyses of sustainable design methods and tools, as well as input from design researchers and professional practitioners to identify the needs and gaps in the area. It results in a shared vision of how sustainable design methods and tools can be more tightly integrated into mainstream product design and development, as well as the current state of practice and research in relation to four central questions: What are the needs and values of industry regarding sustainable design? What improvements in sustainable design methods and tools would most drive industry forward? How should researchers move forwardwith developingmore useful sustainable designmethods and tools? Howcan sustainable design be more effectively integrated into industry? A roadmap for the international sustainable design research community is proposed with descriptions of short-, medium-, and long-term tasks for addressing each question. The purpose is to support collective progress and discussions on method and tool development and adoption, and to enablemore tangible success inmainstreaming sustainable design practices in industry.",Design methodologies | Design methods and tools | Industry adoption | Product development | Research agenda | Sustainable design,30,1,repositoryam,Green,KKS,undefined,Stiftelsen f&amp;#x00F6;r Kunskaps- och Kompetensutveckling
2-s2.0-85086595566,10.1016/j.ress.2020.107067,S0951832020305688,,Joint optimization of safety barriers for enhancing business continuity of nuclear power plants against steam generator tube ruptures accidents,ar,Article,Xing J.,60106017;60030506;60023256;60001873,Université Paris-Saclay;Mines Paris - PSL;Politecnico di Milano;Kyung Hee University,Gif-sur-Yvette;Paris;Milan;Seoul,France;France;Italy;South Korea,3,"Xing, Jinduo;Zeng, Zhiguo;Zio, Enrico",57193733355;55348807500;7005289082,60106017;60106017;60030506-60023256-60001873,2020-10-01,October 2020,Reliability Engineering and System Safety,09518320,13853,,Journal,202,,107067,,"In nuclear power plants (NPPs), different types of safety barriers are designed to ensure the safe and continuous operation of the NPP against disruptive events. These safety barriers, although designed to operate in different phases of the accidents evolution, are often optimized separately, without considering their collective effects on preventing disruptions and quickly recovering from the disruptions. This paper develops a joint optimization model for synthetically optimizing safety barriers of different natures, including prevention, mitigation, emergency and recovery barriers to enhance the business continuity of the NPP, considering the threat of steam generator tube rupture (SGTR) accidents. The joint optimization is guided by a business continuity metric called expected business continuity value (EBCV). A physics-of-failure model is developed to describe the crack growth process of the steam generator tube and to model the effect of the prevention barriers, i.e., periodical inspection of the crack length. An event tree model is developed to describe the evolution of the SGTR-initiated accident and to model the effect of the mitigation and emergency barriers. Recovery measures are also considered via a widely-used logarithmic function model. A mixed-integer genetic algorithm (MIGA) is used to obtain optimal solutions of the joint optimization model. The results show that the developed joint optimization model can achieve better performance in terms of business continuity, compared to the conventional methods that optimize the safety barriers separately.",Business continuity management (BCM) | Event tree (ET) | Joint optimization | Mixed-integer genetic algorithm (MIGA) | Nuclear power plant (NPP) | Safety barrier | Steam generator tube rupture (SGTR),12,1,publisherfree2read,Bronze,CSC,201506450020,China Scholarship Council
2-s2.0-85088306251,10.1016/j.tre.2020.102018,S1366554520306694,,Two-echelon urban deliveries using autonomous vehicles,ar,Article,Yu S.,60278862;60106017;60003977;114713254,Ministry of Industry and Information Technology;Université Paris-Saclay;Northwestern Polytechnical University;Institut de Recherche Technologique SystemX,Beijing;Gif-sur-Yvette;Xi'an;Palaiseau,China;France;China;France,3,"Yu, Shaohua;Puchinger, Jakob;Sun, Shudong",57210220682;56027744800;56482524600,60003977-60106017;60106017-114713254;60003977-60278862,2020-09-01,September 2020,Transportation Research Part E: Logistics and Transportation Review,13665545,20909,,Journal,141,,102018,,"We introduce a two-echelon urban delivery problem with second-level unmanned vehicles. This problem typically applies for delivering parcels or other small commodities to pedestrianized areas such as campuses or residential clusters. To model the proposed vehicle routing problem, we introduce a mixed-integer program. We further propose construction heuristics and a hybrid metaheuristic approach with backtracking for solving larger instances. A sensitivity analysis for vehicle speed combinations reveals that increasing small autonomous vehicle (SAV) speeds has only very limited effects on cost. We therefore recommend to keep SAV speeds rather low because of a more pedestrian friendly environment in practical implementations.",Autonomous vehicles | Hybrid metaheuristics | Two-echelon vehicle routing | Urban deliveries,32,0,repositoryam,Green,CSC,undefined,China Scholarship Council
