eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-84959020029,,,,PFD<inf>avg</inf>and PFH formulas for SIS subject to partial and full periodic tests,cp,Conference Paper,Innal F.,60013141,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,5,"Innal, F.;Liu, Y.;Lundteigen, M. A.;Rausand, M.;Barros, A.",35329921900;57225003303;16480678700;6602554009;7102745133,60013141;60013141;60013141;60013141;60013141,2015-01-01,2015,"Safety and Reliability of Complex Engineered Systems - Proceedings of the 25th European Safety and Reliability Conference, ESREL 2015",,21100447801,,Conference Proceeding,,,,1565-1574,"IEC 61508 is a standard on design and operation of Safety-Instrumented Systems (SISs) which have been adapted by many national regulations as the recommended way to achieve high-reliability systems. Being able to make high-confidence estimates of the systems’ ability to perform the required safety functions is a challenge in light of complexity of the system architecture and the ability to reveal failures during regular partial and full proof tests. The aim of this paper is to verify the consistency of the formulas developed for K-out-of-N architectures, with basis in formulas provided in IEC 61508. The main reliability measure considered for analysis is the average probability of dangerous failure (PFDavg) and the average frequency of a dangerous failure (PFH). Two different approaches are used for verification: Markov and multi-phase Markov models are exploited to verify formulas for 1oo1 and 1oo2 configurations,while the generalization for the K-out-of-N formulas is verified against multi-phase Markov models.",,1,0,,,,undefined,
2-s2.0-84959017923,10.1201/b19094-126,,,Maintenance of a deteriorating control system based upon controller reconfiguration,cp,Conference Paper,Langeron Y.,60023736;60013141,Université de Technologie de Troyes;Norges Teknisk-Naturvitenskapelige Universitet,Troyes;Trondheim,France;Norway,3,"Langeron, Y.;Grall, A.;Barros, A.",16028968700;6701840942;7102745133,60023736;60023736;60013141,2015-01-01,2015,"Safety and Reliability of Complex Engineered Systems - Proceedings of the 25th European Safety and Reliability Conference, ESREL 2015",,21100447801,,Conference Proceeding,,,,939-947,"In this paper, a modeling framework of a degrading control system is proposed with a focus on actuator deterioration. An actuator is costly and is the physical link between the control action and the governed process. For these reasons, it is a critical component. It is assumed a relationship between the controller setting and the actuator deterioration process. Moreover, as the degradation level increases, the actuator has more and more difficulties implementing the control action. The prognosis of the remaining useful lifetime of an actuator is then derived. Finally, a condition-based maintenance policy is proposed including the possibility to reconfigure the controller setting in order to be less stressful for the actuator. The impact of this additional action on the maintenance cost as well as on the system performances is assessed for several controller settings.",,0,0,,,,undefined,
2-s2.0-84959017708,10.1201/b19094-119,,,A comparison of different grouping strategies for multi-component systems,cp,Conference Paper,Vu H.C.,60104289;60073336;60013141,Université de Lorraine;CRAN Centre de Recherche en Automatique de Nancy;Norges Teknisk-Naturvitenskapelige Universitet,Nancy;Vandoeouvre-les-Nancy;Trondheim,France;France;Norway,3,"Vu, H. C.;Barros, A.;Do, P.",55375629700;7102745133;24066552000,60013141;60013141;60073336-60104289,2015-01-01,2015,"Safety and Reliability of Complex Engineered Systems - Proceedings of the 25th European Safety and Reliability Conference, ESREL 2015",,21100990496,,Conference Proceeding,,,,883-890,"In order to support the maintenance manager in making a good choice of the maintenance strategy, this paper focuses on the qualitative and quantitative comparisons of the dynamic and stationary grouping models. The qualitative comparison is done according to the dynamicity of the grouping planning, the difficulty in maintenance management and organization, the complexity of the maintenance optimization. Meanwhile, the quantitative comparison pays attention to the performance of the grouping models. To this end, the dynamic and stationary grouping strategies are firstly applied for the long-term maintenance planning of a substation automation system containing 11 components.The quantitative comparison is then done by using the long-term expected maintenance cost rate criteria.The results obtained show that the dynamic grouping is more powerful than the stationary grouping.However, the implementation, the maintenance modeling and the maintenance optimization of the dynamic grouping are usually more complex in comparison to the stationary grouping.",,0,0,,,,undefined,
2-s2.0-85066376138,,,,A usage-informed preventive maintenance policy to optimize the maintenance free operating period for multi-component systems,cp,Conference Paper,Lesobre R.,60223189;60104665;60104170;60023736,Volvo Group;Université de Lille;Grenoble Images Parole Signal Automatique;Université de Technologie de Troyes,Gothenburg;Lille;Saint Martin d'Heres;Troyes,Sweden;France;France;France,5,"Lesobre, Romain;Bouvard, Keomany;Bérenguer, Christophe;Barros, Anne;Cocquempot, Vincent",55851000500;36760537400;6701327188;7102745133;6602363598,60223189-60104170;60223189;60104170;60023736;60104665,2014-01-01,2014,PSAM 2014 - Probabilistic Safety Assessment and Management,,21100907760,,Conference Proceeding,,,,,"This paper deals with the concept of Maintenance Free Operating Period (MFOP). This MFOP is defined as a period of operation during which the system should be able with a given level of confidence to carry out all its assigned missions without system fault or performance limitation. Based on this concept, a dynamic maintenance policy for a multi-component system is implemented. The main objective of this paper is to propose a method to integrate the usage information of the system components in order to optimize the implemented policy. The method is evaluated considering the Total Maintenance Cost (TMC) value.",Maintenance | MFOP | Reliability | Usage,3,0,,,,undefined,
2-s2.0-84906860042,10.1016/j.ress.2014.08.002,S0951832014001951,,Maintenance grouping strategy for multi-component systems with dynamic contexts,ar,Article,Vu H.C.,60073336;60023736;60009236,CRAN Centre de Recherche en Automatique de Nancy;Université de Technologie de Troyes;Institut polytechnique de Grenoble,Vandoeouvre-les-Nancy;Troyes;Grenoble,France;France;France,4,"Vu, Hai Canh;Do, Phuc;Barros, Anne;Bérenguer, Christophe",55375629700;24066552000;7102745133;6701327188,60023736;60073336;60023736;60009236,2014-01-01,December 2014,Reliability Engineering and System Safety,09518320,13853,,Journal,132,,,233-249,"This paper presents a dynamic maintenance grouping strategy for multi-component systems with both ""positive"" and ""negative"" economic dependencies. Positive dependencies are commonly due to setup cost whereas negative dependencies are related to shutdown cost. Actually, grouping maintenance activities can save part of the setup cost, but can also in the same time increase the shutdown cost. Until now, both types of dependencies have been jointly taken into account only for simple system structures as pure series. The first aim of this paper is to investigate the case of systems with any combination of basic structures (series, parallel or k-out-of n structures). A cost model and a heuristic optimization scheme are proposed since the optimization of maintenance grouping strategy for such multi-component systems leads to a NP-complete problem. Then the second objective is to propose a finite horizon (dynamic) model in order to optimize online the maintenance strategy in the presence of dynamic contexts (change of the environment, the working condition, the production process, etc). A numerical example of a 16-component system is finally introduced to illustrate the use and the advantages of the proposed approach in the maintenance optimization framework. © 2014 Elsevier Ltd.",Complex systems | Dynamic grouping | Economic dependence | Genetic algorithm | Maintenance optimization | Multi-component systems,115,0,,,,undefined,
2-s2.0-84903186592,10.1109/TSMC.2013.2290772,,,On the use of mean residual life as a condition index for condition-based maintenance decision-making,ar,Article,Huynh K.T.,60023736;60017838;60009236,Université de Technologie de Troyes;Universidad de Extremadura;Institut polytechnique de Grenoble,Troyes;Badajoz;Grenoble,France;Spain;France,4,"Huynh, Khac Tuan;Castro, Inmaculada Torres;Barros, Anne;Berenguer, Christophe",36727455100;7102400806;7102745133;6701327188,60023736;60017838;60023736;60009236,2014-01-01,July 2014,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",21682216,21100262320,21682232,Journal,44,7,6680689,877-893,"This paper provides a methodology to analyze the efficiency of mean residual life in condition-based maintenance decision-making. A degradation-threshold-dependent-shock model is used to describe the evolution of a system subject to the dependent and competing failure modes due to degradation and shock. Based on this model, we compute the mean residual life of system and analyze its monotonicity. This property of mean residual life function allows introducing a new condition-based maintenance strategy whose preventive maintenance decision is based on the mean residual life. The proposed strategy is then compared to a maintenance strategy based on the degradation level only. Analyzing the equivalence, the performance and the flexibility of both strategies allow us to give some conclusions on the interest of the mean residual life as a condition index for maintenance decision-making. © 2013 IEEE.",Condition index | Condition-based maintenance (CBM) | Degradation-threshold-dependent-shock (DTDS) model | Maintenance cost model | Maintenance decision-making | Mean residual life function | Stochastic process,67,0,,,,undefined,
2-s2.0-84900034709,,,,The influence of initial uncertainties in stochastic degradation modeling,cp,Conference Paper,Deng Y.,60023736,Université de Technologie de Troyes,Troyes,France,3,"Deng, Yingjun;Barros, Anne;Grall, Antoine",55851349700;7102745133;6701840942,60023736;60023736;60023736,2014-01-01,2014,"Safety, Reliability and Risk Analysis: Beyond the Horizon - Proceedings of the European Safety and Reliability Conference, ESREL 2013",,21100310040,,Conference Proceeding,,,,1403-1409,"Initial uncertainties exist commonly in observed degradation records, especially when non-periodic inspection policy is adopted. Previous research treated such initial uncertainties more as unwanted noises, and concentrated on how to control their influence on later prediction. However in this paper, we saw the initial uncertainties as a part of the stochastic degradation model. Supposing that the degradation process is a time-dependent Ornstein-Uhlenbeck (OU) process, we considered different hypotheses for initial uncertainties from a data-analysis and engineering view respectively, which were treated totally as 2 different models: one is with initial uncertainties and the other is with a constant start 0. The explanation in real applications for these 2 choices are clear. As the equipment's degradation is recorded when it is ""new"", so engineers think there should not be any degradation at all which appear in data as 0. However in real degradation data, we found that those ""new"" equipments may probably have initial degradations which appear as initial uncertainties subject to the measurement errors, imperfect production procedures etc. So we did some simulation tests to judge which hypothesis is better for the given degradation data and models' performance on parameter estimation, evaluation results and prediction ability is compared when a real degradation data set is compared. It is concluded from the simulation results that the model considering initial degradation predicts first passage failure more conservatively than the one ignoring initial degradation based on the given degradation data. Also under Akaike information criterion and other criterions, the model considering initial degradation's influence is better the one ignoring considering initial degradation. © 2014 Taylor & Francis Group, London..",,2,0,,,,undefined,
2-s2.0-84900022242,,,,A prognostic algorithm based on probabilistic graphical models for a periodically observable system,cp,Conference Paper,Foulliaron J.,60138422;60023736,Université Gustave Eiffel;Université de Technologie de Troyes,Marne-la-Vallee;Troyes,France;France,5,"Foulliaron, J.;Bouillaut, L.;Aknin, P.;Barros, A.;Rozas, R.",55788608900;24449380400;6701362379;7102745133;57044544900,60138422-60023736;60138422-60023736;60138422-60023736;60138422-60023736;60138422-60023736,2014-01-01,2014,"Safety, Reliability and Risk Analysis: Beyond the Horizon - Proceedings of the European Safety and Reliability Conference, ESREL 2013",,21100310040,,Conference Proceeding,,,,849-857,"In most industrial fields, the optimization of maintenance policies has become a key issue. To address this problem, predictive maintenance seems to be one of the most effective known approaches. It consists of driving the maintenance process anticipating the evolution of the system state. A prediction process, called ""prognostic"" could also be introduced and it lays on the online estimation of the Remaining Useful Life (RUL). Dynamic Bayesian Networks (DBN) have been proved as relevant to perform reliability analysis as they can easily represent complex systems behaviors. Based on this formalism, Graphical Duration Models (GDM) were developed by R. Donat (2009) to set all kind of sojourn time distributions for each state of the system. Unlike to some Markovian modelling that imposes exponential behavior, this approach could better model the exact degradation dynamic of real industrial systems (F.V. Jensen 2007) (J. Pearl 1985). In our study, where time and states spaces are discretized, a single component degradation whom process is assumed to be monotone increasing, is considered. The real state of the system is unknown but periodically observed by monitoring devices, characterized by their good detections rates, false alarms rates and non detection rates (summarized in a confusion matrix as a conditional probability table of the considered DBN). This paper introduces an online RUL estimation algorithm based on the use of graphical duration models. The objective is both to evaluate the RUL and to adjust it, in real time, when a new observation is available. Then, the algorithm is applied to a testcase to evaluate the quality of the RUL estimations. This paper will also provide comparative results in respect of the considered degradation model ( Markovian approach vs GDM). Finally, these RUL computations, and the associated estimations of the future system behavior, might be subsequently used to optimize the maintenance strategy and the diagnosis schedule. © 2014 Taylor & Francis Group, London..",,0,0,,,,undefined,
2-s2.0-84900005378,,,,"(MRL, τ) grouping policy for complex structure systems",cp,Conference Paper,Vu H.,60073336;60023736,CRAN Centre de Recherche en Automatique de Nancy;Université de Technologie de Troyes,Vandoeouvre-les-Nancy;Troyes,France;France,3,"Vu, Hai Canh;Van, Phuc Do;Barros, Anne",55375629700;36835526200;7102745133,60023736;60073336;60023736,2014-01-01,2014,"Safety, Reliability and Risk Analysis: Beyond the Horizon - Proceedings of the European Safety and Reliability Conference, ESREL 2013",,21100310040,,Conference Proceeding,,,,949-957,"Nowadays, industrial systems are more and more larger with many components which are connected in a complex structure. The systems usually ask for a high investment cost (expensive components) and many preparation tasks for maintenance. With these system, a maintenance policy should take into account the complexity of system structures and give priority to saving the setup costs. Therefore, an intelligent grouping maintenance strategy for complex structure systems is developed in this paper. Under this strategy, a group of components is decided to Preventively Maintained (PM) at each τ (basic time interval) due to component Mean Remaining Lifetime (MRL) and component Birnbaum's measure of structural importance (I B) to save preventive setup costs. Moreover, the complex structures allow to economize corrective setup costs by grouping some CM actions with the PM actions at τ. The CM grouping is performed by leaving some failed units in idle state until the next PM period. This action can economize corrective setup costs, but it also leads a change of the system structure during the system operation. Therefore, in this paper, a simulation method using Monte Carlo Simulation is developed to analyze the changes of system structure during the system operation and calculate the average maintenance cost. A numerical example of a 6 components system is finally introduced to illustrate the use and the advantages of the proposed strategy when compared to existing methods. © 2014 Taylor & Francis Group, London..",,1,0,,,,undefined,
2-s2.0-84899997480,10.1109/RAMS.2014.6798459,,,Calculation of failure level based on inverse first passage problem,cp,Conference Paper,Deng Y.,60023736,Université de Technologie de Troyes,Troyes,France,3,"Deng, Yingjun;Barros, Anne;Grall, Antoine",55851349700;7102745133;6701840942,60023736;60023736;60023736,2014-01-01,2014,Proceedings - Annual Reliability and Maintainability Symposium,0149144X,19126,,Conference Proceeding,,,6798459,,"In real cases, the definition of failure sometimes seems ambiguous although boundary-crossing failures are widely accepted in data-analysis work. Usually we don't have really observed 'real' failures, but we think a failure occurs once the system degradation index reaches a preset failure level. From this view, the failure level defines the failure when considering boundary-crossing failures. This point is emphasized in this paper and we want to reproduce the failure level based on inverse first passage problem (IFPT). Besides those technical results in this paper, an interesting conclusion is we actually have distinguished between 'real' failures and boundary-crossing failures in data analysis, and this paper provided a way to model the 'real' failures by first passage failures. The core issue discussed in this paper is called inverse first passage problem: supposing that the degradation dynamic is given whose failure is defined as first passage failure, and also the distribution of failure time is given or estimated from real data, this paper is to find the passage level under which the first passage density function is just the given distribution of failure time. Specifically, the degradation model considered in this paper is a time-dependent Ornstein-Uhlenbeck (OU) process which is verified in a real case before. Later based on a connection between the time-dependent OU process and Brownian motion, we here have derived a numerical algorithm to calculate the corresponding passage boundaries based on given first passage density. These results were tested for a fitted model where the first passage density function is initially calculated based on a given passage level, then we reproduced the same passage level based on our algorithm. © 2014 IEEE.",boundary-crossing failures | failure level | first passage time | Inverse first passage problem | stochastic degradation modeling | time-dependent Ornstein-Uhlenbeck process,7,0,,,,undefined,
2-s2.0-84885575787,,,,On the opportunistic predictive maintenance decision-making for k-out-of-n:f deteriorating systems,cp,Conference Paper,Huynh T.,60104170;60023736,Grenoble Images Parole Signal Automatique;Université de Technologie de Troyes,Saint Martin d'Heres;Troyes,France;France,3,"Huynh, Tuan Khac;Barros, Anne;Bérenguer, Christophe",36082756400;7102745133;6701327188,60023736;60023736;60104170,2013-10-21,2013,"Proceedings - 19th ISSAT International Conference on Reliability and Quality in Design, RQD 2013",,21100261938,,Conference Proceeding,,,,265-269,"This paper aims at showing the effectiveness of multi-levelmaintenance decision-making (i.e., system level and unit level) in the framework of condition-based maintenance (CBM) strategies applied to multi-unit systems. Specifically, based on the degradation/failure model of a k-out-of-n:F system, two opportunistic predictive maintenance strategies with different maintenance decision levels are proposed. In the first one, the decisions are relied only on the remaining lifetime (RUL) of the units, while in the second one, they are based on both RULs of the system and its units. The RUL is associated to a conditional reliability level calculated when an opportunity occurs (i.e., at inspection times), and maintenance actions are assumed perfect (i.e., replacement). The cost models of these strategies are developed on the basis of semi-regenerative theory, and are compared with each other. The comparison allows us to give some conclusions on the advantage of combining the maintenance decisions on both system level and unit level.",K-out-of-n system | Multi-level decision | Opportunistic predictive maintenance | Reliability | Semi-regenerative theory,1,0,,,,undefined,
2-s2.0-84888749500,10.1002/9781118561744.ch5,,,Damage and Forecast Modeling,ch,Book Chapter,Barros A.,60073336;60029873;60023736,CRAN Centre de Recherche en Automatique de Nancy;Electricité de France;Université de Technologie de Troyes,Vandoeouvre-les-Nancy;Paris;Troyes,France;France;France,11,"Barros, Anne;Levrat, Eric;Fouladirad, Mitra;Le Son, Khanh;Ruin, Thomas;Iung, Benoît;Voisin, Alexandre;Monnin, Maxime;Despujols, Antoine;Rémy, Emmanuel;Bénétrix, Ludovic",7102745133;6603156956;24278533800;55235907600;55576581700;7006231150;6701512363;25628233000;36464775100;10045240900;54395069600,60023736;60073336;60073336;60023736;60073336;60073336;60073336;60073336;60029873;60073336;60029873,2013-01-21,21 January 2013,Supervision and Safety of Complex Systems,,21100269076,,Book,,,,61-73,,Competing | Damage and forecast modeling | ICD | Strategic | Test data sets,0,0,,,,undefined,
2-s2.0-84888722032,10.1002/9781118561744.ch8,,,The APPRODYN Project: Dynamic Reliability Approaches to Modeling Critical Systems,ch,Book Chapter,Aubry J.F.,60073336;60029873;60023736;114028836,CRAN Centre de Recherche en Automatique de Nancy;Electricité de France;Université de Technologie de Troyes;INRIA-CQFD,Vandoeouvre-les-Nancy;Paris;Troyes;Bordeaux,France;France;France;France,13,"Aubry, Jean François;Babykina, Genia;Brinzei, Nicolae;Medjaher, Slimane;Barros, Anne;Berenguer, Christophe;Grall, Antoine;Langeron, Yves;Ngoc Nguyen, Danh;Deleuze, Gilles;De Saporta, Benoîte;Dufour, François;Zhang, Huilong",35913047100;53263090800;36157737600;55944383600;7102745133;6701327188;6701840942;16028968700;55943966600;6507467233;55944311000;56214111600;49962743400,60073336;60073336;60073336;60073336;60023736;60023736;60029873;60023736;60023736;60029873;114028836;114028836;114028836,2013-01-21,21 January 2013,Supervision and Safety of Complex Systems,,21100269076,,Book,,,,141-179,,APPRODYN | CEX modeling | Modeling | Operation modes | Structuring,1,0,,,,undefined,
2-s2.0-84885576872,10.1016/j.ress.2013.03.016,S0951832013000926,,Dynamic grouping maintenance with time limited opportunities,ar,Article,Van P.D.,60223189;60104289;60104170;60023736,Volvo Group;Université de Lorraine;Grenoble Images Parole Signal Automatique;Université de Technologie de Troyes,Gothenburg;Nancy;Saint Martin d'Heres;Troyes,Sweden;France;France;France,5,"Van, Phuc Do;Barros, Anne;Bérenguer, Christophe;Bouvard, Keomany;Brissaud, Florent",36835526200;7102745133;6701327188;36760537400;30067475300,60104289;60023736;60104170;60223189;,2013-01-01,2013,Reliability Engineering and System Safety,09518320,13853,,Journal,120,,,51-59,"This paper presents firstly a dynamic grouping maintenance strategy for multi-component systems with positive economic dependence, which implies that combining maintenance activities is cheaper than performing maintenance on components separately. Preventive maintenance durations and multiple occurrences of maintenance activities within scheduling horizon are considered. Moreover, in a dynamic context, maintenance opportunities, defined as inactivity periods of the systems at which several maintenance activities could be executed with reduced maintenance costs, may randomly occur with time. The second objective of the paper is to propose a new algorithm to optimally update online the grouped maintenance planning by taking into account the maintenance opportunities. A numerical example of a five components system is finally introduced to illustrate the proposed dynamic grouping maintenance strategy. © 2013 Elsevier Ltd.",Dynamic programming | Grouping maintenance | Multi-unit system | Opportunity | Rolling horizon approach,125,0,,,,undefined,
2-s2.0-84883779763,10.3303/CET1333083,,,A reliability-based opportunistic predictive maintenance model for k-out-of-n deteriorating systems,cp,Conference Paper,Huynh T.,60104170;60023736,Grenoble Images Parole Signal Automatique;Université de Technologie de Troyes,Saint Martin d'Heres;Troyes,France;France,3,"Huynh, Tuan K.;Barros, Anne;Bérenguer, Christophe",36082756400;7102745133;6701327188,60023736;60023736;60104170,2013-01-01,2013,Chemical Engineering Transactions,22839216,19600161818,22839216,Journal,33,,,493-498,"Motivated by the effectiveness of condition-based maintenance (CBM) for single-unit systems, we develop in this paper an opportunistic predictive maintenance model for a k-out-of-n deteriorating system. This model reflects the joint effects of economic dependence and CBM decision on the maintenance cost. Unlike most existing CBM models whose maintenance decision-making relies directly on a condition index of degradation level, we base the decision on the reliability of each component computed conditionally on its degradation level. This makes the model robust with respect to (w.r.t.) measurement errors, more efficient and easier to optimize compared to a corresponding degradation-based maintenance model. Copyright © 2013, AIDIC Servizi S.r.l.",,17,0,,,,undefined,
2-s2.0-84883777627,10.3303/CET1333176,,,A maintenance free operating period policy for a multi-component system with different information levels on the components state,cp,Conference Paper,Lesobre R.,60223189;60104665;60104170;60023736,Volvo Group;Université de Lille;Grenoble Images Parole Signal Automatique;Université de Technologie de Troyes,Gothenburg;Lille;Saint Martin d'Heres;Troyes,Sweden;France;France;France,5,"Lesobre, Romein;Bouvard, Keomany;Bérenguer, Christophe;Barros, Anne;Cocquempot, Vincent",55851000500;36760537400;6701327188;7102745133;6602363598,60223189-60104170;60223189;60104170;60023736;60104665,2013-01-01,2013,Chemical Engineering Transactions,22839216,19600161818,22839216,Journal,33,,,1051-1056,"This paper deals with the concept of Maintenance Free Operating Period (MFOP). This MFOP is defined as a period of operation during which the system should be able with a given level of confidence to carry out all its assigned missions without system faults or performance limitations. The idea is to ensure with a given level of confidence that no unscheduled repair operation will be required during each defined period of operation. The main objective of this article is to present an approach to optimize maintenance strategy and to evaluate the system design based on MFOP concept. In this paper, the system design includes the problems of available state information and reliability properties of components which strongly influence the maintenance policy accuracy. An example based on a sub-system of commercial heavy vehicle is introduced to illustrate the proposed methodology. Copyright © 2013, AIDIC Servizi S.r.l.",,6,0,,,,undefined,
2-s2.0-84883755483,10.3303/CET1333055,,,Residual useful life estimation based on a time-dependent ornstein-uhlenbeck process,cp,Conference Paper,Deng Y.,60023736,Université de Technologie de Troyes,Troyes,France,3,"Deng, Yingjun;Barros, Anne;Grall, Antoine",55851349700;7102745133;6701840942,60023736;60023736;60023736,2013-01-01,2013,Chemical Engineering Transactions,22839216,19600161818,22839216,Journal,33,,,325-330,"Residual useful life plays a core role in the field of the prognostics and health management of systems. For deteriorating systems or devices it can be estimated by establishing a good-fitting stochastic process model and solving corresponding first passage problem with the given failure level. In this paper, providing that the mean and variance function of the degradation process are given or obtained directly from observed data by statistical/empirical techniques, we propose a time-dependent Ornstein-Uhlenbeck process whose mean and variance are equal to the given mean and variance respectively. Based on this diffusion process, when a failure level is considered, the first passage failure distribution can be solved by a Volterra integral equation of second class. Furthermore, with the help of numerical methods, the residual useful life estimation is considered for a real case. Copyright © 2013, AIDIC Servizi S.r.l.",,9,0,,,,undefined,
2-s2.0-84883752216,10.3303/CET1333164,,,Actuator health prognosis for designing LQR control in feedback systems,cp,Conference Paper,Langeron Y.,60023736,Université de Technologie de Troyes,Troyes,France,3,"Langeron, Yves;Grall, Antoine;Barros, Anne",16028968700;6701840942;7102745133,60023736;60023736;60023736,2013-01-01,2013,Chemical Engineering Transactions,22839216,19600161818,22839216,Journal,33,,,979-984,"This paper deals with the control of actuators in feedback systems. Actuators are costly components for which health monitoring provides valuable information. Here, the control input law and its variations are assumed to deteriorate actuator until a degradation threshold leading the component to crash. With an observable degradation level according to a stochastic Gamma process, the actuator residual useful lifetime RUL prognosis is used to online reconfigure a Linear Quadratic Regulator control law. The main aim is to find a satisfactory trade-off between conflicting requirements i.e. system performances and actuator reliability. Copyright © 2013, AIDIC Servizi S.r.l.",,14,0,,,,undefined,
2-s2.0-84872402918,10.1016/j.ress.2012.11.022,S0951832012002529,,Remaining useful life estimation based on stochastic deterioration models: A comparative study,ar,Article,Le Son K.,60104289;60023736,Université de Lorraine;Université de Technologie de Troyes,Nancy;Troyes,France;France,5,"Le Son, Khanh;Fouladirad, Mitra;Barros, Anne;Levrat, Eric;Iung, Benoît",55235907600;24278533800;7102745133;6603156956;7006231150,60023736;60023736;60023736;60104289;60104289,2013-01-01,2013,Reliability Engineering and System Safety,09518320,13853,,Journal,112,,,165-175,"Prognostic of system lifetime is a basic requirement for condition-based maintenance in many application domains where safety, reliability, and availability are considered of first importance. This paper presents a probabilistic method for prognostic applied to the 2008 PHM Conference Challenge data. A stochastic process (Wiener process) combined with a data analysis method (Principal Component Analysis) is proposed to model the deterioration of the components and to estimate the RUL on a case study. The advantages of our probabilistic approach are pointed out and a comparison with existing results on the same data is made. © 2012 Elsevier B.V. All rights reserved.",Deterioration modelling | Principal component analysis | Prognostic | Remaining useful life time estimation | Stochastic process | Wiener process with drift,228,0,,,,undefined,Conseil régional de Bourgogne-Franche-Comté
2-s2.0-84873926347,10.1177/1748006X12465718,,,Adaptive condition-based maintenance decision framework for deteriorating systems operating under variable environment and uncertain condition monitoring,cp,Conference Paper,Huynh K.,60104170;60023736,Grenoble Images Parole Signal Automatique;Université de Technologie de Troyes,Saint Martin d'Heres;Troyes,France;France,3,"Huynh, Khac Tuan;Barros, Anne;Bérenguer, Christophe",36727455100;7102745133;6701327188,60023736;60023736;60104170,2012-12-01,December 2012,"Proceedings of the Institution of Mechanical Engineers, Part O: Journal of Risk and Reliability",1748006X,19300157022,17480078,Journal,226,6,,602-623,"The present article deals with the efficient use of different types of monitoring information in optimizing condition-based maintenance decision making for a deteriorating system operating under variable environment. The degradation phenomenon of a system is the fatigue crack growth that is modeled by a physics-based stochastic process. The environment process is assumed to be modeled by a time-homogenous Markov chain with finite state space. We suppose that the environmental condition is observed perfectly, while the crack depth can be assessed imperfectly through a non-destructive ultrasonic technique. As such, two kinds of indirect information are available on the system at each inspection time: environmental covariate and diagnostic covariate. Based on this set of information, two condition-based maintenance strategies adaptive to environmental conditions are developed. In the first one, the adaptation scheme is time-based, while in the second, it is condition-based. These maintenance strategies are compared one with another and to a classical non-adaptive one to point out the performances of each adaptation scheme and hence the appreciation of using different information sources in maintenance decision making. © 2012 IMechE.",Adaptive maintenance decision | diagnostic covariate | environmental covariate | fatigue crack growth | indirect condition monitoring | maintenance cost model | particle filter,34,0,repositoryam,Green,,undefined,
2-s2.0-84873184436,,,,Residual useful lifetime prognosis and design of control systems,cp,Conference Paper,Langeron Y.,60023736,Université de Technologie de Troyes,Troyes,France,4,"Langeron, Y.;Grall, A.;Barros, A.;Berenguer, C.",16028968700;6701840942;7102745133;6701327188,60023736;60023736;60023736;60023736,2012-12-01,2012,"11th International Probabilistic Safety Assessment and Management Conference and the Annual European Safety and Reliability Conference 2012, PSAM11 ESREL 2012",,21100496171,,Conference Proceeding,1,,,411-421,"This paper proposes to combine the deterministic behavior of a feedback control system with a stochastic degradation process. A modeling framework is suggested with an intrinsic deterioration caused by the control input and its variations. The applied command is seen as an environment covariate with states modifying the degradation level thanks to a Cox model. Consequently when degrading the actuator has a loss of effectiveness to carry out this command. Generally, an actuator is supposed to know several operational modes. For that purpose, two system missions are studied - slow and fast missions - with a Markov chain allowing to parameterize the sojourn times in the different system states. A third order system is controlled in two ways i.e. a classical PID controller commonly used in industrial automation and an optimal control LQR. Both controllers are adjusted according to an expected residual useful lifetime. The system performances and its reliability are assessed aided with Monte Carlo simulations. Copyright © (2012) by IAPSAM & ESRA.",Actuator | Degradation | Loss of effectiveness | Remaining useful lifetime | Stochastic process,1,0,,,,undefined,
2-s2.0-84873154524,,,,A predictive maintenance strategy based on mean residual life for systems subject to competing failures due to degradation and shocks,cp,Conference Paper,Castro I.,60104170;60023736;60017838,Grenoble Images Parole Signal Automatique;Université de Technologie de Troyes;Universidad de Extremadura,Saint Martin d'Heres;Troyes;Badajoz,France;France;Spain,4,"Castro, I. T.;Huynh, K. T.;Barros, A.;Bérenguer, C.",7102400806;36727455100;7102745133;6701327188,60017838;60023736;60023736;60104170,2012-12-01,2012,"11th International Probabilistic Safety Assessment and Management Conference and the Annual European Safety and Reliability Conference 2012, PSAM11 ESREL 2012",,21100496171,,Conference Proceeding,1,,,375-384,"In condition-based maintenance area, mean residual life function is recognized as a promising reliability indicator for maintenance decision-making. However, very few maintenance strategies based on the mean residual life have been developed. This paper therefore analyzes a predictive maintenance strategy based on the mean residual life given the degradation level collected periodically in different inspection times. This strategy is developed for systems which are subject to competing and dependent failures due to degradation and traumatic shocks. Numerical examples are given to illustrate the analytical results of the strategy. Copyright © (2012) by IAPSAM & ESRA.",Condition-based maintenance | Degradation-threshold-shock model | Mean residual life | Stochastic processes,6,0,,,,undefined,
