affil_name,status,valid_ids,affil_names_valid,invalid_ids,affil_names_invalid,eid,author,affil_city
"Department Of Industrial And Enterprise Systems Engineering, University Of Illinois",In HAL (Valid),325015,University of Illinois System,,,2-s2.0-85133506210,Michael Saidani,Urbana-Champaign
"Université Paris-Saclay, CentraleSupélec, Laboratoire Genie Industriel",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85133506210,Michael Saidani,
Ulsan National Institute Of Science And Technology,In HAL (Valid),375744,Ulsan National Institute of Science and Technology [UNIST],,,2-s2.0-85133506210,Junegak Joung,Ulsan
"Mobility Logistics and Automotive Technology Research Centre (MOBI), Vrije Universiteit Brussel",In HAL (Valid),303465,Vrije Universiteit Brussel [VUB],,,2-s2.0-85122237859,Dominik Huber,Brussel
"College of Engineering, Qatar University",In HAL (Valid),257464,Qatar University,,,2-s2.0-85121977526,Tarek El Mekkawy,Doha
"Pharmacy Department, National Centre for Cancer Care and Research, Hamad Medical Corporation",Not in HAL,,,,,2-s2.0-85121977526,Anas Hamad,Doha
Institut VEDECOM,Not in HAL,,,,,2-s2.0-85117728636,M.O. Metais,Versailles
"Complex Systems and Interactions, Ecole Centrale of Casablanca",Not in HAL,,,,,2-s2.0-85117308318,Fatima Ezzahra Achamrah,Bouskoura
"Laboratoire Genie Industriel, CentraleSupelec, Paris Saclay University",In HAL (Valid),"411575, 1043712, 419361",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85117308318,Fatima Ezzahra Achamrah,Saint-Aubin
"LIMII, Hassan First University",In HAL (Valid),"569427, 446624","Laboratoire d'Ingénierie, de Management Industriel et d'Innovation [Settat] [LIMII] | Faculté des Sciences et Techniques [Settat] [FSTS]",,,2-s2.0-85117308318,Fouad Riane,Settat
"HEC Management School, University of Liege (ULiege)",In HAL (Valid),"536588, 93075","Université de Liège | Faculté de Psychologie, Logopédie et Sciences de l'Education [University of Liège] [FPLSE]",,,2-s2.0-85117308318,Sabine Limbourg,Liege
"Complex System and Interations, Ecole of Casablanca",Not in HAL,,,,,2-s2.0-85115082909,Fatima Ezzahra Achamrah,
"Laboratoire Genie Industriel, CentraleSupelec, Paris Saclay University",In HAL (Valid),"411575, 1043712, 419361",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85115082909,Fouad Riane,
"The Healthcare Improvement Studies Institute (THIS Institute), University of Cambridge",In HAL (Valid),237843,University of Cambridge [UK] [CAM],,,2-s2.0-85097559462,Guillaume Lamé,Cambridge
"Laboratoire Génie Industriel, Université Paris-Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85097559462,Guillaume Lamé,CentraleSupélec
Norwegian University of Science and Technology,In HAL (Valid),264844,Norwegian University of Science and Technology [NTNU],,,2-s2.0-85114129750,Himanshu Srivastav,Trondheim
CentraleSupélec,In HAL (Valid),411575,CentraleSupélec,,,2-s2.0-85114129750,Anne Barros,Paris
IRT SystemX,In HAL (Valid),363822,IRT SystemX,,,2-s2.0-85112760730,Ilya Yuskevich,Palaiseau
"Université Paris-Saclay, CentraleSupélec, CNRS, Laboratoire de Génie Electrique et Electronique de Paris",In HAL (Valid),"441569, 411575, 419361, 1051121, 413221",Sorbonne Université [SU] | CentraleSupélec | Laboratoire Génie électrique et électronique de Paris [GeePs] | Centre National de la Recherche Scientifique [CNRS] | Université Paris-Saclay,,,2-s2.0-85118488790,Felipe Gonzalez Venegas,Gif-sur-Yvette
Innovation & Advanced Technologies Research Division,Not in HAL,,,,,2-s2.0-85118488790,Felipe Gonzalez Venegas,Carrières-sous-Poissy
"Chair on Risk and Resilience of Complex System, Laboratoire Génie Industriel, CentraleSupélec, Université Paris-Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85108689432,Xing Liu,Gif-sur-Yvette
Dipartimento di Energia - Politecnico di Milano,Not in HAL,,,,,2-s2.0-85108689432,Enrico Zio,Milano
"RITM, Université Paris-Sud, Faculté Jean Monnet",In HAL (Valid),"1051119, 419361",Réseaux Innovation Territoires et Mondialisation [RITM] | Université Paris-Saclay,,,2-s2.0-85114160711,Icaro Silvestre Freitas Gomes,Sceaux
"Chair Risk and Resilience of Complex Systems, Laboratoire Genie Industriel, CentraleSupelec, Universite Paris-Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85116980306,Xing Liu,
"Research Center for Integrated Disaster Risk Management (CIGIDEN), ANID/FONDAP/15110017 Avenida",Not in HAL,,,,,2-s2.0-85116980306,Elisa Ferrario,Santiago
"Department of Mathematics, VU University Amsterdam",In HAL (Valid),410432,VU University Medical Center [Amsterdam],,,2-s2.0-85116746324,Ger Koole,Amsterdam
"Laboratoire Génie Industriel (LGI), CentraleSupélec",In HAL (Valid),"411575, 1043712, 419361",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85106274772,Sarra Fakhfakh,Gif-sur-Yvette
"Research Department, Technocentre Renault",In HAL (Valid),"133641, 300520",Technocentre Renault [Guyancourt] | RENAULT,,,2-s2.0-85106274772,Yann Chazal,Guyancourt
Technocentre Renault,In HAL (Valid),"133641, 300520",Technocentre Renault [Guyancourt] | RENAULT,,,2-s2.0-85106274772,Alain Dauron,Guyancourt
"MTP, Norwegian University of Science and Technology",In HAL (Valid),264844,Norwegian University of Science and Technology [NTNU],,,2-s2.0-85102481545,Renny Arismendi,Trondheim
"LGI, CentraleSupélec",In HAL (Valid),"411575, 1043712, 419361",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85102481545,Anne Barros,
"LM2S, University of Technology of Troyes",In HAL (Valid),"1065712, 1085913",Laboratoire Informatique et Société Numérique [LIST3N] | Laboratoire Modélisation et Sûreté des Systèmes [LM2S],,,2-s2.0-85102481545,Antoine Grall,
"Laboratoire Genie Industriel, CentraleSupélec, Université Paris-Saclay",Not in HAL,,,,,2-s2.0-85099354755,G. Lamé,Gif-sur-Yvtte
"School of Population Health and Environmental Sciences, King’s College London",In HAL (Valid),327716,King‘s College London,,,2-s2.0-85099354755,P. Redmond,London
Independent consultant,In HAL (Valid),336222,Independent Consultant,,,2-s2.0-85099354755,S. King,Cambridge
"Cardiovascular Epidemiology Unit, Department of Public Health and Primary Care, University of Cambridge",In HAL (Valid),237843,University of Cambridge [UK] [CAM],,,2-s2.0-85099354755,C. Oliver-Williams,Cambridge
"Homerton College, University of Cambridge",In HAL (Valid),237843,University of Cambridge [UK] [CAM],,,2-s2.0-85099354755,C. Oliver-Williams,Cambridge
"Université Paris-Saclay, Laboratoire Genie Industriel CentraleSupélec",In HAL (Valid),419361,Université Paris-Saclay,,,2-s2.0-85115362955,Abdelhamid Boujarif,Gif-sur-Yvette
"University of Kent Canterbury, Kent Business School",In HAL (Valid),519435,"Kent Business School, University of Kent",,,2-s2.0-85115362955,Sadeque Hamdan,
"Paris la Défense, Rte Rd",Not in HAL,,,,,2-s2.0-85112390648,Emily Little,
"University of Liège, Montefiore Institute",In HAL (Valid),"536588, 93075, 301769","Université de Liège | Institute Montefiore | Faculté de Psychologie, Logopédie et Sciences de l'Education [University of Liège] [FPLSE]",,,2-s2.0-85112390648,Efthymios Karangelos,Liège
"CentraleSupélec, Laboratoire de Génie Industriel",In HAL (Valid),411575,CentraleSupélec,,,2-s2.0-85112390648,Yannick Perez,
"Assistance Publique – Hôpitaux de Paris, Department of Medical Oncology, Henri Mondor and Albert Chenevier Teaching Hospital",In HAL (Valid),"20549, 165356, 300068",Department of Medical Oncology [Lyon] | Assistance publique - Hôpitaux de Paris (AP-HP) [AP-HP] | Centre Léon Bérard [Lyon],,,2-s2.0-85107087996,Emmanuelle Kempf,
"Université Paris-Saclay, CentraleSupélec, Laboratoire Génie Industriel",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85107087996,Guillaume Lamé,
"Université Paris Est Créteil, INSERM, IMRB, CEpiA Team, Assistance Publique – Hôpitaux de Paris, Clinical Research Unit, Henri Mondor and Albert Chenevier Teaching Hospital",In HAL (Valid),420786,Université Paris-Est Créteil Val-de-Marne - Paris 12 [UPEC UP12],,,2-s2.0-85107087996,Richard Layese,
"Assistance Publique – Hôpitaux de Paris, IT System Department",In HAL (Valid),300068,Assistance publique - Hôpitaux de Paris (AP-HP) [AP-HP],,,2-s2.0-85107087996,Sonia Priou,Paris
"Université de Paris, Department of Medical Informatics, Assistance Publique Hôpitaux de Paris.Centre-Université de Paris (APHP-CUP)",In HAL (Valid),420786,Université Paris-Est Créteil Val-de-Marne - Paris 12 [UPEC UP12],,,2-s2.0-85107087996,Gilles Chatellier,Paris
"Assistance Publique – Hôpitaux de Paris, Department of Medical Oncology, Tenon Teaching Hospital",In HAL (Valid),300068,Assistance publique - Hôpitaux de Paris (AP-HP) [AP-HP],,,2-s2.0-85107087996,Marc-Antoine Benderra,Paris
"Assistance Publique – Hôpitaux de Paris, Head Office, Department of Chronic Diseases and Cancer",In HAL (Valid),300068,Assistance publique - Hôpitaux de Paris (AP-HP) [AP-HP],,,2-s2.0-85107087996,Gilles Galula,Paris
"Assistance Publique – Hôpitaux de Paris, Head Office, Department of Medical Information",In HAL (Valid),300068,Assistance publique - Hôpitaux de Paris (AP-HP) [AP-HP],,,2-s2.0-85107087996,Namik Taright,Paris
"Sorbonne Université, Laboratoire D'informatique Médicale et D'ingénierie des Connaissances en e-Santé",In HAL (Valid),"303623, 1001042, 581146, 413221",Sorbonne Université [SU] | Université Sorbonne Paris Nord | Institut National de la Santé et de la Recherche Médicale [INSERM] | Laboratoire d'Informatique Médicale et Ingénierie des Connaissances en e-Santé [LIMICS],,,2-s2.0-85107087996,Xavier Tannier,Paris
Agrocampus-Ouest / IRISA - Inria,Not in HAL,,,,,2-s2.0-85107087996,Thomas Guyet,Rennes
"CentraleSupélec, Laboratoire Genie Industriel, Université Paris-Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85106925996,Ludovic-Alexandre Vidal,Gif-sur-Yvette
"CentraleSupélec, University of Paris Saclay",In HAL (Valid),"419361, 411575",CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85105701565,Imen Safra,Gif-sur-Yvette
"LACS, National Engineering School of Tunis, University of Tunis El Manar",In HAL (Valid),"1061809, 1060969",National Engineering School of Tunis = Ecole Nationale d'Ingénieurs de Tunis [University of Tunis El Manar] [ENIT] | University of Tunis El Manar,,,2-s2.0-85105701565,Imen Safra,Tunis
"National Engineering School of Bizerte, University of Carthage",In HAL (Valid),533127,"Innov'com, Sup'com, University of Carthage Ariana, Tunis, Tunisia",,,2-s2.0-85105701565,Imen Safra,Bizerte
"OASIS, National Engineering School of Tunis, University of Tunis El Manar",In HAL (Valid),"1061809, 1060969",National Engineering School of Tunis = Ecole Nationale d'Ingénieurs de Tunis [University of Tunis El Manar] [ENIT] | University of Tunis El Manar,,,2-s2.0-85105701565,Zied Jemai,Tunis
"SKEMA Business School, Université Côte d'Azur",In HAL (Valid),344663,SKEMA Business School,,,2-s2.0-85105701565,Aida Jebali,Paris
"Information Technology Department, Assistance Publique–Hôpitaux de Paris",In HAL (Valid),300068,Assistance publique - Hôpitaux de Paris (AP-HP) [AP-HP],,,2-s2.0-85103981158,Sonia Priou,Paris
Université de Paris,In HAL (Valid),420786,Université Paris-Est Créteil Val-de-Marne - Paris 12 [UPEC UP12],,,2-s2.0-85103981158,Gilles Chatellier,Paris
"IMRB, Université Paris–Est Créteil, INSERM",In HAL (Valid),"303623, 266797, 420786",Institut Mondor de Recherche Biomédicale [IMRB] | Institut National de la Santé et de la Recherche Médicale [INSERM] | Université Paris-Est Créteil Val-de-Marne - Paris 12 [UPEC UP12],,,2-s2.0-85103981158,Christophe Tournigand,Créteil
"Assistance Publique–Hôpitaux de Paris, Department of Medical Oncology, Henri Mondor and Albert Chenevier Teaching Hospital",In HAL (Valid),300068,Assistance publique - Hôpitaux de Paris (AP-HP) [AP-HP],,,2-s2.0-85103981158,Christophe Tournigand,Créteil
"Department of Mechanical and Industrial Engineering, Norwegian University of Science and Technology",In HAL (Valid),264844,Norwegian University of Science and Technology [NTNU],,,2-s2.0-85100051224,Aibo Zhang,Trondheim
"CentraleSupelec, Paris Saclay University",In HAL (Valid),"419361, 411575",CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85100051224,Anne Barros,
"LR-OASIS, Ecole Nationale d'Ingénieurs de Tunis, University of Tunis El Manar",In HAL (Valid),"1061809, 1060969",National Engineering School of Tunis = Ecole Nationale d'Ingénieurs de Tunis [University of Tunis El Manar] [ENIT] | University of Tunis El Manar,,,2-s2.0-85099201831,Abderrahim Bendadou,Tunis
EMLYON Business School,In HAL (Valid),301362,emlyon business school [EM],,,2-s2.0-85099201831,Yacine Rekik,Lyon
"Cochrane Dementia and Cognitive Improvement Group, Radcliffe Department of Medicine, University of Oxford",In HAL (Valid),"417784, 302612",University of Oxford | Radcliffe Department of Medicine [Oxford],,,2-s2.0-85105094431,Anna H. Noel-Storr,Oxford
"NIHR ACL in General Practice, School of Population Health & Environmental Sciences, Kings College London",In HAL (Valid),327716,King‘s College London,,,2-s2.0-85105094431,Patrick Redmond,London
"Laboratoire Genie Industriel, CentraleSupélec",In HAL (Valid),"411575, 1043712, 419361",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85105094431,Guillaume Lamé,
"Healthcare Improvement Studies Institute (THIS Institute), University of Cambridge",In HAL (Valid),237843,University of Cambridge [UK] [CAM],,,2-s2.0-85105094431,Guillaume Lamé,Cambridge
"University Division of Anaesthesia at Addenbrooke's, University of Cambridge",In HAL (Valid),237843,University of Cambridge [UK] [CAM],,,2-s2.0-85105094431,Lucy Miller,Cambridge
"University of Illinois at Urbana-Champaign, Industrial and Enterprise Systems Engineering",In HAL (Valid),"303576, 325015",University of Illinois System | University of Illinois at Urbana-Champaign [Urbana] [UIUC],,,2-s2.0-85099464553,Michael Saidani,
"Université Paris-Saclay, Centrale Supélec, Laboratoire Genie Industriel",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85099464553,Michael Saidani,Gif-sur-Yvette
"School of Economics and Management, Wuhan University",In HAL (Valid),300831,Wuhan University [China],,,2-s2.0-85064406551,Chao Fang,Wuhan
"Centre for Research on Risk and Crisis, Mines ParisTech, PSL Research University",In HAL (Valid),"564132, 301492",Université Paris sciences et lettres [PSL] | Mines Paris - PSL (École nationale supérieure des mines de Paris),,,2-s2.0-85064406551,Enrico Zio,Sophia Antipolis
"Department of Systems Engineering and Engineering Management, City University of Hong Kong",In HAL (Valid),32772,City University of Hong Kong [Hong Kong] [CUHK],,,2-s2.0-85064406551,Min Xie,
"College of Engineering and Technology, American University of the Middle East",In HAL (Valid),478839,American University of The Middle East [Eqaila],,,2-s2.0-85103120804,Hadi Jaber,
"Groupe Renault S.A, Strategy of Quality Management Department",Not in HAL,,,,,2-s2.0-85103120804,Lionel Didiez,Guyancourt
Universidade Federal de Lavras,In HAL (Valid),479561,Universidade Federal de Lavras = Federal University of Lavras [UFLA],,,2-s2.0-85102687688,Rodrigo Gandia,Lavras
CentraleSupélec,In HAL (Valid),411575,CentraleSupélec,,,2-s2.0-85102687688,Rodrigo Gandia,Gif‐Sur‐Yvette
École Centrale Lyon,In HAL (Valid),"301088, 126765",École Centrale de Lyon [ECL] | Université de Lyon,,,2-s2.0-85102687688,Fabio Antonialli,"Écully, Lyon"
"Assistance Publique des Hôpitaux de Paris (AP-HP), Département de dermatologie, Hôpital Henri Mondor",In HAL (Valid),300087,Hôpital Henri Mondor,,,2-s2.0-85102394570,Solene Huynh Dagher,Créteil
"EA 7379, EpidermE, Université Paris-Est Créteil",In HAL (Valid),"517948, 420786",Epidemiology in Dermatology and Evaluation in Therapeutics [EpiDermE] | Université Paris-Est Créteil Val-de-Marne - Paris 12 [UPEC UP12],,,2-s2.0-85102394570,Khaled Ezzedine,Créteil
"Chaire Avenir Santé numérique, Équipe 8 IMRB U955, INSERM, Université Paris-Est Créteil",In HAL (Valid),"303623, 420786",Institut National de la Santé et de la Recherche Médicale [INSERM] | Université Paris-Est Créteil Val-de-Marne - Paris 12 [UPEC UP12],,,2-s2.0-85102394570,Tu Anh Duong,Créteil
"Département de dermatologie, Centre Hospitalier Universitaire de Nice",In HAL (Valid),300113,Centre Hospitalier Universitaire de Nice [CHU Nice],,,2-s2.0-85102394570,Thomas Hubiche,Nice
"Department of Dermatology, Hôpital Henri Mondor, APHP",In HAL (Valid),"413221, 360410, 300087, 300068",Assistance publique - Hôpitaux de Paris (AP-HP) [AP-HP] | Sorbonne Université [SU] | Hôpital Henri Mondor | CHU Trousseau [APHP],,,2-s2.0-85097897744,Tu Anh Duong,Créteil
"Chaire Avenir Santé numérique, Equipe 8 IMRB U 955, INSERM, Université Paris Est Créteil",In HAL (Valid),"303623, 420786",Institut National de la Santé et de la Recherche Médicale [INSERM] | Université Paris-Est Créteil Val-de-Marne - Paris 12 [UPEC UP12],,,2-s2.0-85097897744,Tu Anh Duong,Créteil France
Paris Diderot University,Not in HAL,,,,,2-s2.0-85097897744,Charbel Skayem,Paris
"EA- 7379, UPEC",In HAL (Valid),"517948, 420786",Epidemiology in Dermatology and Evaluation in Therapeutics [EpiDermE] | Université Paris-Est Créteil Val-de-Marne - Paris 12 [UPEC UP12],,,2-s2.0-85097897744,Pierre Wolkenstein,Créteil
"Université Paris-Saclay, CentraleSupélec, Laboratoire Genie Industriel",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85097870003,Rongyan Zhou,
"CIISE—EV 6.221, Concordia University",In HAL (Valid),355894,Concordia University [Montreal],,,2-s2.0-85097870003,Anjali Awasthi,Montreal
Renault SAS,Not in HAL,,,,,2-s2.0-85096967513,Naouress Fatfouta,Guyancourt
"Université Paris-Saclay, CentraleSupélec, Laboratoire Genie Industriel",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85096517974,E. Ravigné,
"CIRED, Centre International de Recherche sur L'Environnement et le Développement, UMR CNRS",In HAL (Valid),"441569, 1042364, 148117, 419361, 11574, 99539, 301545",École des Ponts ParisTech [ENPC] | Centre International de Recherche sur l'Environnement et le Développement [CIRED] | École des hautes études en sciences sociales [EHESS] | AgroParisTech | Centre National de la Recherche Scientifique [CNRS] | Université Paris-Saclay | Centre de Coopération Internationale en Recherche Agronomique pour le Développement [Cirad],,,2-s2.0-85096517974,E. Ravigné,
"Université Paris-Saclay, CentraleSupélec, CNRS, GeePs",In HAL (Valid),"441569, 411575, 419361, 1051121, 413221",Sorbonne Université [SU] | CentraleSupélec | Laboratoire Génie électrique et électronique de Paris [GeePs] | Centre National de la Recherche Scientifique [CNRS] | Université Paris-Saclay,,,2-s2.0-85174651236,Felipe Gonzalez Venegas,Gif-sur-Yvette
"Sorbonne Université, CNRS, GeePs",In HAL (Valid),"441569, 411575, 419361, 1051121, 413221",Sorbonne Université [SU] | CentraleSupélec | Laboratoire Génie électrique et électronique de Paris [GeePs] | Centre National de la Recherche Scientifique [CNRS] | Université Paris-Saclay,,,2-s2.0-85174651236,Felipe Gonzalez Venegas,Paris
"Innovation & Advanced Technologies Research Division, Stellantis",In HAL (Valid),1084887,Stellantis (Centre technique de Carrières-sous-Poissy),,,2-s2.0-85174651236,Felipe Gonzalez Venegas,Carrières-sous-Poissy
"KU Leuven, Department of Civil Engineering, Building Physics Section",In HAL (Valid),"121238, 300656",Catholic University of Leuven = Katholieke Universiteit Leuven [KU Leuven] | Department of Civil Engineering [Leuven],,,2-s2.0-85174651236,Simon Meunier,Heverlee
EnergyVille,In HAL (Valid),520402,EnergyVille,,,2-s2.0-85174651236,Christina Protopapadaki,Genk
"Laboratoire de Génie Industriel, CentraleSupélec",In HAL (Valid),411575,CentraleSupélec,,,2-s2.0-85174651236,Yannick Perez,Gif-sur-Yvette
International Space University,Not in HAL,,,,,2-s2.0-85127289946,Stefan Amberger,Strasbourg
"Department of Physics, KTH Royal Institute of Technology",In HAL (Valid),311102,KTH Royal Institute of Technology [Kista] [KTH],,,2-s2.0-85127289946,Karl Bolmgren,Stockholm
"Centre for Sports Science and University Sports, University of Vienna",Not in HAL,,,,,2-s2.0-85127289946,Gianmarco Ciocca,Vienna
"Institute for Systems and Robotics, Instituto Superior Tecnico",In HAL (Valid),"501124, 450852",Instituto Superior Técnico | Institute for Systems and Robotics [Lisbon] [ISR],,,2-s2.0-85127289946,Monica Ekal,Lisbon
Politecnico di Milano,In HAL (Valid),125443,Politecnico di Milano [Milan] [POLIMI],,,2-s2.0-85127289946,Damiana Irrera,Milan
"School of Mechanical Engineering, Tel-Aviv University",In HAL (Valid),63133,Tel Aviv University [TAU],,,2-s2.0-85127289946,Shay Monat,Tel-Aviv
Orbit Fab,Not in HAL,,,,,2-s2.0-85127289946,Aiden Oleary,San Francisco
ILEWG EuroMoonMars,Not in HAL,,,,,2-s2.0-85127289946,Charlotte Pouwels,
"International Institute of Air and Space Law, Leiden University",In HAL (Valid),121723,Universiteit Leiden = Leiden University,,,2-s2.0-85127289946,Zhuang Tian,Leiden
Industrial Engineering Laboratory Paris-Saclay University,Not in HAL,,,,,2-s2.0-85126253595,Abdelhamid Boujarif,Gif-sur-Yvette
"Beihang University, School of Electronic and Information Engineering",In HAL (Valid),"411674, 242698",School of Electronic and Information Engineering [Beihang Univ] [EE BUAA] | Beihang University [BUAA],,,2-s2.0-85122778721,Bin Hao,Beijing
"Université Paris-Saclay, CentraleSupélec, Laboratoire Génie Industriel",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85120708924,S. Camara Dit Pinto,
"TOTAL SA RandD, Program Gas and Sustainable Developpement",Not in HAL,,,,,2-s2.0-85120708924,T. Baron,Pau
"TOTAL SA RandD, PERL Research Center",Not in HAL,,,,,2-s2.0-85120708924,L. Urfels,Lacq
"Department of Industrial and Enterprise, Systems Engineering, University of Illinois",In HAL (Valid),325015,University of Illinois System,,,2-s2.0-85119988217,Michael Saidani,Urbana-Champaign
"Université Paris-Saclay, CentraleSupélec, Laboratoire Genie Industriel",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85118661692,Francois Cluzel,
"Université Paris-Saclay, CentraleSupélec, Laboratoire Genie Industriel",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85117862227,Flore Vallet,
IRT SystemX,In HAL (Valid),363822,IRT SystemX,,,2-s2.0-85117862227,Mostepha Khouadjia,Paris-Saclay
SNCF Innovation and Research,Not in HAL,,,,,2-s2.0-85117862227,Juliette Pouzet,
"Université Paris-Saclay, CentraleSupélec",In HAL (Valid),"419361, 411575",CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85117814727,Rongyan Zhou,
"Université Paris-Saclay, CentraleSupélec, Laboratoire Genie Industriel",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85117801334,Ilia Iuskevich,
IRT SystemX,In HAL (Valid),363822,IRT SystemX,,,2-s2.0-85117801334,Ilia Iuskevich,
"Université Paris-Saclay, CentraleSupélec, Laboratoire Genie Industriel",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85117783065,François Cluzel,
"Department of Mechanical Engineering, Technical University of Denmark",In HAL (Valid),302599,Danmarks Tekniske Universitet = Technical University of Denmark [DTU],,,2-s2.0-85117783065,Mariia Kravchenko,
"Department of Industrial and Enterprise Systems Engineering, University of Illinois",In HAL (Valid),325015,University of Illinois System,,,2-s2.0-85117783065,Harrison Kim,
"UNIV., BORDEAUX, ESTIA INSTITUTE OF TECHNOLOGY",In HAL (Valid),39415,ESTIA INSTITUTE OF TECHNOLOGY,,,2-s2.0-85117780272,Stélian Camara Dit Pinto,Bidart
"TOTAL SE, R&D, Program Gas and Sustainable development",Not in HAL,,,,,2-s2.0-85117780272,Laetitia Urfels,Pau
IRT SystemX,In HAL (Valid),363822,IRT SystemX,,,2-s2.0-85117775420,Sylvie Douzou,
EDF Research and Development,Not in HAL,,,,,2-s2.0-85117775420,Sylvie Douzou,
"Université Paris-Saclay, CentraleSupélec, Laboratoire Genie Industriel",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85117762833,Joseph Mansour Salamé,
"Université Catholique de Louvain, Louvain School of Management, LOURIM",In HAL (Valid),"92863, 490277",Louvain School of Management | Université Catholique de Louvain = Catholic University of Louvain [UCL],,,2-s2.0-85115344736,Nadine Meskens,Mons
SCI Ecole Centrale de Casablanca,Not in HAL,,,,,2-s2.0-85115344736,Fouad Riane,Casablanca
"LMMII Laboratory, LGI CentraleSupélec Paris Saclay University",Not in HAL,,,,,2-s2.0-85115344736,Fouad Riane,Gif-sur-Yvette
"FST Settat, Hassan Premier University",Not in HAL,,,,,2-s2.0-85115344736,Fouad Riane,Settat
"LSI, Ecole Nationale des Sciences Appliquées d’Oujda",In HAL (Valid),301841,Ecole Nationale des Sciences Appliquées d'Oujda,,,2-s2.0-85115344736,Imane Hssini,Oujda
"Industrial Engineering Laboratory, CentraleSupelec, University of Paris Saclay",In HAL (Valid),"419361, 411575",CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85115341570,Mohamed Haythem Selmi,"Gif-sur-Yvette, Paris"
"LR-OASIS, National Engineering School of Tunis, University of Tunis El Manar",In HAL (Valid),"1061809, 1060969",National Engineering School of Tunis = Ecole Nationale d'Ingénieurs de Tunis [University of Tunis El Manar] [ENIT] | University of Tunis El Manar,,,2-s2.0-85115341570,Zied Jemai,Tunis
"Laboratoire Genie Industriel, Université Paris-Saclay, CentraleSupélec",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85115288544,Gustavo Santamaria-Acevedo,Gif-sur-Yvette
"ENIT, UR OASIS",In HAL (Valid),"1061809, 1060969",National Engineering School of Tunis = Ecole Nationale d'Ingénieurs de Tunis [University of Tunis El Manar] [ENIT] | University of Tunis El Manar,,,2-s2.0-85115288427,Fatma Ben Khalifa,Tunis
"ENIT, LR-ACS",In HAL (Valid),"153506, 300862","Laboratoire d’Analyse, Conception et Commande des Systèmes [Tunis] [LR-ACS-ENIT] | Ecole Nationale d'Ingénieurs de Tunis [ENIT]",,,2-s2.0-85115288427,Imen Safra,Tunis
"School of Management, ESSCA",In HAL (Valid),73960,Ecole Supérieure des Sciences Commerciales d'Angers [ESSCA],,,2-s2.0-85115288427,Chaaben Kouki,Angers
